"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_rare_shape_loops","comprehension_visits","rt","view_history","shapes","occluder","options","response","rare_option","RT","confidence","confidence_RT","question_order"
"","","","","","instructions","24","175919","0.0-9.0","665f9ff8981f9a2e65a2cccc","5934fb0a67011200014d3a50","665fb45cd638be37ca01be7b","0","1","2231","[{""page_index"":0,""viewing_time"":2231}]","","","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_rare_shape_loops","comprehension_visits","rt","view_history","shapes","occluder","options","response","rare_option","RT","confidence","confidence_RT","question_order"
"true","false","[]","[]","[]","preload","0","43","0.0-0.0","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","","","","","","","","",""
"true","","","","","fullscreen","1","15403","0.0-1.0","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","14353","","","","","","","","","",""
"","","","","","instructions","2","66359","0.0-2.0","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","50955","[{""page_index"":0,""viewing_time"":5500},{""page_index"":1,""viewing_time"":32303},{""page_index"":2,""viewing_time"":9906},{""page_index"":3,""viewing_time"":2063},{""page_index"":4,""viewing_time"":1182}]","","","","","","","","",""
"","","","","","jsShapes","3","75049","0.0-3.0-0.0","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[0,1]","left","[0,1]","0","false","5610.20000000007","1","3056.899999999907",""
"","","","","","jsShapes","4","80410","0.0-3.0-0.1","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[0,1]","right","[0,1]","1","false","3156.9000000000233","0.9699074074074074","2195.5",""
"","","","","","jsShapes","5","94381","0.0-3.0-0.2","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[2,3]","left","[3,0]","0","false","12176.79999999993","0.9976851851851852","1783.7000000000698",""
"","","","","","jsShapes","6","113163","0.0-3.0-0.3","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[4,4]","right","[1,2]","1","false","16442.800000000047","0.44907407407407407","2331.8000000000466",""
"","","","","","jsShapes","7","122088","0.0-3.0-0.4","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[0,1]","right","[1,0]","0","false","7126.599999999977","0.9953703703703703","1791.7000000000698",""
"","","","","","jsShapes","8","129764","0.0-3.0-0.5","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[2,0]","left","[3,0]","0","false","6482.099999999977","0","1184.6999999999534",""
"","","","","","jsShapes","9","137074","0.0-3.0-0.6","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[0,1]","left","[4,0]","1","false","6032.5","0.48611111111111116","1262.6999999999534",""
"","","","","","jsShapes","10","146881","0.0-3.0-0.7","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[1,2]","right","[1,0]","1","false","8696","0.00462962962962965","1105",""
"","","","","","jsShapes","11","157121","0.0-3.0-0.8","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[4,2]","right","[2,1]","0","false","9048.29999999993","0","1183.7000000000698",""
"","","","","","jsShapes","12","162983","0.0-3.0-0.9","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[2,3]","left","[0,2]","1","false","4555.199999999953","0.0092592592592593","1294.1000000000931",""
"","","","","","jsShapes","13","170892","0.0-3.0-0.10","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[0,1]","right","[1,4]","0","false","6431.300000000047","0.9907407407407407","1468.3000000000466",""
"","","","","","jsShapes","14","183247","0.0-3.0-0.11","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[0,1]","left","[1,0]","1","false","5814.899999999907","0.9907407407407407","6535.400000000023",""
"","","","","","jsShapes","15","192489","0.0-3.0-0.12","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[2,3]","right","[4,1]","0","false","7937.100000000093","0","1290.5999999999767",""
"","","","","","jsShapes","16","198117","0.0-3.0-0.13","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[0,1]","left","[0,1]","0","false","4179.900000000023","1","1438.0999999999767",""
"","","","","","jsShapes","17","205810","0.0-3.0-0.14","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[2,0]","left","[0,2]","1","false","5851.599999999977","0.02777777777777779","1822.8000000000466",""
"","","","","","jsShapes","18","211821","0.0-3.0-0.15","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[0,1]","right","[1,4]","0","false","4819.199999999953","0.9907407407407407","1190",""
"","","","","","instructions","19","218721","0.0-4.0","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","6900","[{""page_index"":0,""viewing_time"":6900}]","","","","","","","","",""
"","","","","","survey-multi-choice","20","226253","0.0-5.0-1.0-0.0","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","7517","","","","","{""multichoice_rare_shape"":""2. Much less likely than all other shapes.""}","","","","","[0]"
"","","","","","instructions","21","231352","0.0-6.0","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","5098","[{""page_index"":0,""viewing_time"":5098}]","","","","","","","","",""
"","","","","","jsShapes","22","244940","0.0-7.0-0.0","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","","","[2,2]","left","[0,5]","1","true","12316.29999999993","0.9907407407407407","1262.5",""
"","","","","","survey-text","23","261661","0.0-8.0","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","16715","","","","","{""worker_comments"":""I found this a little confusing.""}","","","","",""
"","","","","","instructions","24","265899","0.0-9.0","665f9ff8981f9a2e65a2cccc","65200e672ee29200361b793b","665fa61f405c1da6eb29ae24","0","1","4238","[{""page_index"":0,""viewing_time"":4238}]","","","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_rare_shape_loops","comprehension_visits","rt","view_history","shapes","occluder","options","response","rare_option","RT","confidence","confidence_RT","question_order"
"true","false","[]","[]","[]","preload","0","93","0.0-0.0","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","","","","","","","","",""
"true","","","","","fullscreen","1","3455","0.0-1.0","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","2360","","","","","","","","","",""
"","","","","","instructions","2","22452","0.0-2.0","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","18996","[{""page_index"":0,""viewing_time"":1882},{""page_index"":1,""viewing_time"":7733},{""page_index"":2,""viewing_time"":7035},{""page_index"":3,""viewing_time"":1486},{""page_index"":4,""viewing_time"":861}]","","","","","","","","",""
"","","","","","jsShapes","3","34752","0.0-3.0-0.0","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[1,0]","left","[0,3]","1","false","9011.900000095367","1","3263.5",""
"","","","","","jsShapes","4","47818","0.0-3.0-0.1","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[0,1]","left","[1,0]","1","false","9748.799999952316","0.012027491418244995","3302.7000000476837",""
"","","","","","jsShapes","5","52401","0.0-3.0-0.2","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[0,1]","right","[4,1]","1","false","2659.0999999046326","0.9904717275944399","1900.5999999046326",""
"","","","","","jsShapes","6","59134","0.0-3.0-0.3","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[2,3]","right","[4,1]","1","false","4606.700000047684","0.008278662927148517","2104.2999999523163",""
"","","","","","jsShapes","7","67050","0.0-3.0-0.4","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[2,2]","left","[2,0]","0","false","4144.099999904633","1","3754.2000000476837",""
"","","","","","jsShapes","8","71483","0.0-3.0-0.5","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[1,0]","right","[1,0]","1","false","2728.4000000953674","0.010153077172696756","1683.2999999523163",""
"","","","","","jsShapes","9","76233","0.0-3.0-0.6","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[0,1]","right","[1,4]","0","false","2508.7999999523163","0.9904717275944399","2222.5",""
"","","","","","jsShapes","10","80383","0.0-3.0-0.7","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[0,1]","left","[0,1]","0","false","2297.100000143051","0.9885973133488917","1835",""
"","","","","","jsShapes","11","84533","0.0-3.0-0.8","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[0,1]","right","[1,4]","0","false","2220.0999999046326","0.9998437988221813","1909",""
"","","","","","jsShapes","12","90465","0.0-3.0-0.9","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[3,0]","left","[0,2]","1","false","4419.599999904633","0.9848484848577952","1495.7000000476837",""
"","","","","","jsShapes","13","96049","0.0-3.0-0.10","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[0,1]","left","[0,1]","0","false","3324","0.023273976891534653","2237.5",""
"","","","","","jsShapes","14","101948","0.0-3.0-0.11","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[4,4]","right","[4,1]","0","false","2399.4000000953674","0.02889721962817937","3481.0999999046326",""
"","","","","","jsShapes","15","106265","0.0-3.0-0.12","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[0,1]","right","[2,1]","1","false","2243","0.9867228991033434","2060.4000000953674",""
"","","","","","jsShapes","16","110381","0.0-3.0-0.13","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[0,1]","left","[3,0]","1","false","2307.0999999046326","0.019525148400438064","1785.1000001430511",""
"","","","","","jsShapes","17","114598","0.0-3.0-0.14","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[1,0]","left","[0,3]","1","false","2452.5999999046326","0.997969384576633","1736.2999999523163",""
"","","","","","jsShapes","18","119814","0.0-3.0-0.15","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[2,4]","right","[0,1]","0","false","3158.2000000476837","0.023273976891534653","2036.5999999046326",""
"","","","","","instructions","19","126167","0.0-4.0","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","6352","[{""page_index"":0,""viewing_time"":6352}]","","","","","","","","",""
"","","","","","survey-multi-choice","20","134273","0.0-5.0-1.0-0.0","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","8105","","","","","{""multichoice_rare_shape"":""2. Much less likely than all other shapes.""}","","","","","[0]"
"","","","","","instructions","21","138537","0.0-6.0","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","4262","[{""page_index"":0,""viewing_time"":4261}]","","","","","","","","",""
"","","","","","jsShapes","22","152112","0.0-7.0-0.0","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","","","[3,2]","left","[5,0]","0","true","11018.299999952316","0.9810996563666986","2542.7000000476837",""
"","","","","","survey-text","23","166777","0.0-8.0","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","14662","","","","","{""worker_comments"":""""}","","","","",""
"","","","","","instructions","24","169730","0.0-9.0","665f9ff8981f9a2e65a2cccc","5e9217ae73c54f553335fb28","665fb45fb7b9bf65f02213ba","0","1","2952","[{""page_index"":0,""viewing_time"":2952}]","","","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_rare_shape_loops","comprehension_visits","rt","view_history","shapes","occluder","options","response","rare_option","RT","confidence","confidence_RT","question_order"
"true","false","[]","[]","[]","preload","0","297","0.0-0.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","","","","","","","","",""
"true","","","","","fullscreen","1","4447","0.0-1.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","3149","","","","","","","","","",""
"","","","","","instructions","2","35721","0.0-2.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","31272","[{""page_index"":0,""viewing_time"":2504},{""page_index"":1,""viewing_time"":14023},{""page_index"":2,""viewing_time"":5578},{""page_index"":1,""viewing_time"":7162},{""page_index"":2,""viewing_time"":455},{""page_index"":3,""viewing_time"":1000},{""page_index"":4,""viewing_time"":551}]","","","","","","","","",""
"","","","","","jsShapes","3","46867","0.0-3.0-0.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[4,0]","right","[1,4]","1","false","6751.899999976158","0.34444444444444444","4382.700000047684",""
"","","","","","jsShapes","4","51851","0.0-3.0-0.1","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[1,4]","left","[2,0]","0","false","3558.5","0.4638888888888889","1405.5",""
"","","","","","jsShapes","5","56951","0.0-3.0-0.2","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[0,1]","right","[1,4]","0","false","2988.7999999523163","1","2097.5",""
"","","","","","jsShapes","6","61401","0.0-3.0-0.3","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[0,1]","left","[3,0]","1","false","3046.899999976158","1","1390.2999999523163",""
"","","","","","jsShapes","7","64851","0.0-3.0-0.4","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[0,1]","left","[3,0]","1","false","2341.899999976158","1","1095.3000000715256",""
"","","","","","jsShapes","8","68585","0.0-3.0-0.5","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[3,4]","right","[4,1]","0","false","2452.5","0.44166666666666665","1262.3000000715256",""
"","","","","","jsShapes","9","72418","0.0-3.0-0.6","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[2,4]","left","[0,2]","1","false","2662.7000000476837","0.37777777777777777","1166.1999999284744",""
"","","","","","jsShapes","10","75718","0.0-3.0-0.7","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[0,1]","right","[4,1]","1","false","2208.7000000476837","1","1079.7999999523163",""
"","","","","","jsShapes","11","79501","0.0-3.0-0.8","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[2,0]","right","[1,3]","1","false","2452.100000023842","0.3027777777777778","1316.8999999761581",""
"","","","","","jsShapes","12","82601","0.0-3.0-0.9","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[0,1]","right","[1,3]","0","false","2092.0999999046326","1","999.1000000238419",""
"","","","","","jsShapes","13","86102","0.0-3.0-0.10","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[2,2]","left","[1,0]","0","false","2444.899999976158","0.22499999999999998","1047.2000000476837",""
"","","","","","jsShapes","14","89269","0.0-3.0-0.11","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[0,1]","left","[2,0]","1","false","2158.100000023842","1","1004.8999999761581",""
"","","","","","jsShapes","15","92319","0.0-3.0-0.12","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[3,3]","left","[4,0]","0","false","2009.5","0.35","1034",""
"","","","","","jsShapes","16","95403","0.0-3.0-0.13","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[0,1]","right","[1,0]","0","false","2082.899999976158","1","980.5",""
"","","","","","jsShapes","17","98586","0.0-3.0-0.14","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[0,1]","left","[0,3]","0","false","2157.3000000715256","1","1006.1999999284744",""
"","","","","","jsShapes","18","103870","0.0-3.0-0.15","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[4,0]","right","[1,2]","1","false","3883.5","0.19166666666666665","1389.6999999284744",""
"","","","","","instructions","19","109511","0.0-4.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","5641","[{""page_index"":0,""viewing_time"":5641}]","","","","","","","","",""
"","","","","","survey-multi-choice","20","117747","0.0-5.0-1.0-0.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","8234","","","","","{""multichoice_rare_shape"":""2. Much less likely than all other shapes.""}","","","","","[0]"
"","","","","","instructions","21","120901","0.0-6.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","3153","[{""page_index"":0,""viewing_time"":3153}]","","","","","","","","",""
"","","","","","jsShapes","22","126870","0.0-7.0-0.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[1,3]","left","[5,0]","1","true","4418.200000047684","0.21666666666666667","1539.7000000476837",""
"","","","","","survey-text","23","133364","0.0-8.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","6491","","","","","{""worker_comments"":""""}","","","","",""
"","","","","","instructions","24","135674","0.0-9.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","2310","[{""page_index"":0,""viewing_time"":2310}]","","","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_rare_shape_loops","comprehension_visits","rt","view_history","shapes","occluder","options","response","rare_option","RT","confidence","confidence_RT","question_order"
"true","false","[]","[]","[]","preload","0","175","0.0-0.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","","","","","","","","",""
"true","","","","","fullscreen","1","3602","0.0-1.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","2412","","","","","","","","","",""
"","","","","","instructions","2","44881","0.0-2.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","41278","[{""page_index"":0,""viewing_time"":5863},{""page_index"":1,""viewing_time"":23344},{""page_index"":2,""viewing_time"":7384},{""page_index"":3,""viewing_time"":2640},{""page_index"":4,""viewing_time"":2048}]","","","","","","","","",""
"","","","","","jsShapes","3","54082","0.0-3.0-0.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","left","[0,2]","0","false","6012","0.6929357267109452","3178.199999999255",""
"","","","","","jsShapes","4","63375","0.0-3.0-0.1","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","right","[1,2]","1","false","5932.699999999255","0.49930515346253757","3346.300000000745",""
"","","","","","jsShapes","5","70900","0.0-3.0-0.2","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[4,0]","right","[0,1]","1","false","5496.599999997765","0.6394325419975694","2016.1000000014901",""
"","","","","","jsShapes","6","78156","0.0-3.0-0.3","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[3,0]","left","[0,3]","1","false","4755.39999999851","1","2494.5",""
"","","","","","jsShapes","7","84363","0.0-3.0-0.4","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","left","[4,0]","0","false","4146.39999999851","0.611407064290563","2048.2000000029802",""
"","","","","","jsShapes","8","94856","0.0-3.0-0.5","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","right","[1,2]","1","false","8765.199999999255","0.33624782862177316","1718.2000000029802",""
"","","","","","jsShapes","9","100011","0.0-3.0-0.6","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[3,3]","right","[2,1]","0","false","3479.2999999970198","0.700579038812856","1674",""
"","","","","","jsShapes","10","104966","0.0-3.0-0.7","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[4,4]","left","[0,4]","0","false","3856","1","1084.199999999255",""
"","","","","","jsShapes","11","108737","0.0-3.0-0.8","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[1,2]","left","[2,0]","1","false","2705.39999999851","1","1058.300000000745",""
"","","","","","jsShapes","12","112407","0.0-3.0-0.9","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[1,0]","right","[1,3]","1","false","2223.300000000745","1","1432.0999999977648",""
"","","","","","jsShapes","13","116278","0.0-3.0-0.10","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","right","[1,0]","0","false","2776.89999999851","1","1090",""
"","","","","","jsShapes","14","124052","0.0-3.0-0.11","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","left","[0,4]","1","false","6042.900000002235","0.46873190505489426","1718",""
"","","","","","jsShapes","15","133128","0.0-3.0-0.12","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","right","[1,2]","1","false","7068.10000000149","0.47892298785744203","1994.199999999255",""
"","","","","","jsShapes","16","136815","0.0-3.0-0.13","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","left","[0,1]","0","false","2400.099999997765","1","1276.2000000029802",""
"","","","","","jsShapes","17","141320","0.0-3.0-0.14","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[3,0]","right","[2,1]","0","false","2809.199999999255","0.6649102490039388","1692",""
"","","","","","jsShapes","18","147859","0.0-3.0-0.15","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[4,4]","left","[1,0]","1","false","5200.900000002235","0.08656629995935283","1334.199999999255",""
"","","","","","instructions","19","157122","0.0-4.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","9262","[{""page_index"":0,""viewing_time"":9262}]","","","","","","","","",""
"","","","","","survey-multi-choice","20","162786","0.0-5.0-1.0-0.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","5663","","","","","{""multichoice_rare_shape"":""2. Much less likely than all other shapes.""}","","","","","[0]"
"","","","","","instructions","21","173577","0.0-6.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","10791","[{""page_index"":0,""viewing_time"":10791}]","","","","","","","","",""
"","","","","","jsShapes","22","187950","0.0-7.0-0.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[3,4]","left","[5,0]","0","true","12175","1","2184.39999999851",""
"","","","","","survey-text","23","193102","0.0-8.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","5149","","","","","{""worker_comments"":""""}","","","","",""
"","","","","","instructions","24","195826","0.0-9.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","2724","[{""page_index"":0,""viewing_time"":2724}]","","","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_rare_shape_loops","comprehension_visits","rt","view_history","shapes","occluder","options","response","rare_option","RT","confidence","confidence_RT","question_order"
"true","false","[]","[]","[]","preload","0","170","0.0-0.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","","","","","","","","",""
"true","","","","","fullscreen","1","3650","0.0-1.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","2471","","","","","","","","","",""
"","","","","","instructions","2","77663","0.0-2.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","74012","[{""page_index"":0,""viewing_time"":6980},{""page_index"":1,""viewing_time"":36296},{""page_index"":2,""viewing_time"":26168},{""page_index"":3,""viewing_time"":3072},{""page_index"":4,""viewing_time"":1496}]","","","","","","","","",""
