"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"","","","","","jsShapes","9","69936","0.0-3.0-0.6","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","","","[2,2]","right","[4,1]","1","2879.900000035763","0.2240740740740741","1103.2999999523163"
"","","","","","jsShapes","10","73636","0.0-3.0-0.7","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","","","[0,1]","right","[4,1]","1","2605.5","1","1056.7999999523163"
"","","","","","jsShapes","11","76920","0.0-3.0-0.8","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","","","[2,0]","right","[1,0]","0","2131","0.061111111111111116","1121.3999999761581"
"","","","","","jsShapes","12","81986","0.0-3.0-0.9","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","","","[0,1]","left","[0,1]","0","4007","0.9351851851851852","1039.3999999761581"
"","","","","","jsShapes","13","92035","0.0-3.0-0.10","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","","","[4,2]","left","[0,1]","1","9140.5","0.08148148148148149","871.5"
"","","","","","jsShapes","14","96336","0.0-3.0-0.11","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","","","[0,1]","right","[4,1]","1","3267.5","1","1015.4000000357628"
"","","","","","jsShapes","15","100819","0.0-3.0-0.12","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","","","[3,3]","left","[3,0]","1","3342.900000035763","0.1703703703703704","1111.800000011921"
"","","","","","jsShapes","16","104919","0.0-3.0-0.13","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","","","[0,1]","right","[0,1]","1","3099.699999988079","1","969.1000000238419"
"","","","","","jsShapes","17","109668","0.0-3.0-0.14","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","","","[0,1]","left","[0,2]","0","3847.600000023842","1","896.6999999880791"
"","","","","","jsShapes","18","114836","0.0-3.0-0.15","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","","","[4,3]","right","[4,1]","0","3652.100000023842","0.23518518518518516","1503.199999988079"
"","","","","","survey-text","19","116904","0.0-4.0","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","2065","","","","","{""worker_comments"":""""}","","",""
"","","","","","instructions","20","119096","0.0-5.0","664d169a152835c08e3e5d2a","5980fff19bf4fe0001070984","664dfeabcda13c7b13b85392","2192","[{""page_index"":0,""viewing_time"":2192}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","267","0.0-0.0","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","","","","","","",""
"true","","","","","fullscreen","1","30361","0.0-1.0","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","29078","","","","","","","",""
"","","","","","instructions","2","147852","0.0-2.0","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","117490","[{""page_index"":0,""viewing_time"":10282},{""page_index"":1,""viewing_time"":84645},{""page_index"":2,""viewing_time"":16073},{""page_index"":3,""viewing_time"":3668},{""page_index"":4,""viewing_time"":2822}]","","","","","","",""
"","","","","","jsShapes","3","162918","0.0-3.0-0.0","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[1,2]","right","[1,3]","1","12157.599999997765","0.0078125","2874.2000000029802"
"","","","","","jsShapes","4","170758","0.0-3.0-0.1","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[0,1]","right","[4,1]","1","4076.5","1","3752.89999999851"
"","","","","","jsShapes","5","194069","0.0-3.0-0.2","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[4,0]","left","[0,3]","1","20355.5","0","2942.10000000149"
"","","","","","jsShapes","6","206175","0.0-3.0-0.3","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[0,1]","left","[2,0]","1","6895","1","5194.39999999851"
"","","","","","jsShapes","7","212950","0.0-3.0-0.4","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[0,1]","right","[4,1]","1","4646.800000000745","1","2113.89999999851"
"","","","","","jsShapes","8","217212","0.0-3.0-0.5","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[3,0]","left","[0,1]","1","2740.800000000745","0","1517.199999999255"
"","","","","","jsShapes","9","224539","0.0-3.0-0.6","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[0,1]","left","[0,1]","0","4670.89999999851","1","2643.400000002235"
"","","","","","jsShapes","10","234812","0.0-3.0-0.7","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[2,3]","right","[1,4]","0","7331.800000000745","1","2926.10000000149"
"","","","","","jsShapes","11","242837","0.0-3.0-0.8","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[0,1]","right","[0,1]","1","3114.39999999851","0","4891.60000000149"
"","","","","","jsShapes","12","251795","0.0-3.0-0.9","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[0,1]","left","[0,4]","0","2773.39999999851","0","6165.699999999255"
"","","","","","jsShapes","13","268828","0.0-3.0-0.10","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[2,0]","right","[4,1]","1","9645.199999999255","0.015625","7373.099999997765"
"","","","","","jsShapes","14","276504","0.0-3.0-0.11","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[2,3]","left","[3,0]","1","4430.39999999851","0.3046875","3231.699999999255"
"","","","","","jsShapes","15","283947","0.0-3.0-0.12","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[1,3]","right","[1,4]","1","5527.699999999255","0","1898.300000000745"
"","","","","","jsShapes","16","294404","0.0-3.0-0.13","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[3,3]","left","[1,0]","0","8174","0.1015625","2267.699999999255"
"","","","","","jsShapes","17","301265","0.0-3.0-0.14","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[0,1]","right","[1,2]","0","4618.20000000298","1","2237.199999999255"
"","","","","","jsShapes","18","305626","0.0-3.0-0.15","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","","","[0,1]","left","[0,4]","0","2616.5","0.515625","1731"
"","","","","","survey-text","19","308515","0.0-4.0","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","2857","","","","","{""worker_comments"":""""}","","",""
"","","","","","instructions","20","311421","0.0-5.0","664d169a152835c08e3e5d2a","6054ce9cd4e5c96ab84e9113","664dff2b992733ef8ec17e03","2904","[{""page_index"":0,""viewing_time"":2904}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","168","0.0-0.0","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","","","","","","",""
"true","","","","","fullscreen","1","3270","0.0-1.0","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","2098","","","","","","","",""
"","","","","","instructions","2","123843","0.0-2.0","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","120571","[{""page_index"":0,""viewing_time"":5797},{""page_index"":1,""viewing_time"":102353},{""page_index"":2,""viewing_time"":8895},{""page_index"":3,""viewing_time"":2618},{""page_index"":4,""viewing_time"":906}]","","","","","","",""
"","","","","","jsShapes","3","138074","0.0-3.0-0.0","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[0,1]","left","[2,0]","1","8498.200000047684","0.7888888888888889","5706.199999928474"
"","","","","","jsShapes","4","151285","0.0-3.0-0.1","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[0,1]","right","[1,4]","1","11792.600000023842","1","1409"
"","","","","","jsShapes","5","165867","0.0-3.0-0.2","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[3,3]","right","[2,1]","0","13196","1","1367.6999999284744"
"","","","","","jsShapes","6","176279","0.0-3.0-0.3","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[4,4]","left","[0,2]","0","7933.100000023842","1","2463.5"
"","","","","","jsShapes","7","185444","0.0-3.0-0.4","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[0,1]","left","[1,0]","1","8068.5","1","1078.6999999284744"
"","","","","","jsShapes","8","188428","0.0-3.0-0.5","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[0,1]","right","[2,1]","1","2285.899999976158","1","673.8999999761581"
"","","","","","jsShapes","9","194223","0.0-3.0-0.6","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[1,2]","left","[1,0]","0","4381","0.501058201058201","1405.0999999046326"
"","","","","","jsShapes","10","199157","0.0-3.0-0.7","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[4,4]","right","[1,2]","0","4115.5","0.9772486772486773","802.3000000715256"
"","","","","","jsShapes","11","205384","0.0-3.0-0.8","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[3,2]","left","[0,1]","0","5441.600000023842","0.501058201058201","775.3999999761581"
"","","","","","jsShapes","12","210247","0.0-3.0-0.9","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[2,2]","right","[1,4]","0","4034.100000023842","0","809.8999999761581"
"","","","","","jsShapes","13","217986","0.0-3.0-0.10","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[0,1]","left","[0,1]","0","6996.799999952316","1","721.8000000715256"
"","","","","","jsShapes","14","223298","0.0-3.0-0.11","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[0,1]","right","[0,1]","1","4634","1","651.1000000238419"
"","","","","","jsShapes","15","225868","0.0-3.0-0.12","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[0,1]","right","[3,1]","1","1931.8000000715256","1","622.5999999046326"
"","","","","","jsShapes","16","229689","0.0-3.0-0.13","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[0,1]","left","[0,3]","0","2222.100000023842","0.5476190476190477","1580.6000000238419"
"","","","","","jsShapes","17","232431","0.0-3.0-0.14","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[4,4]","left","[0,4]","0","2134.1999999284744","0.517989417989418","589.8000000715256"
"","","","","","jsShapes","18","234847","0.0-3.0-0.15","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","","","[4,4]","right","[1,2]","1","1770","0.517989417989418","628.0999999046326"
"","","","","","survey-text","19","238289","0.0-4.0","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","3434","","","","","{""worker_comments"":""None""}","","",""
"","","","","","instructions","20","267630","0.0-5.0","664d169a152835c08e3e5d2a","6011c91e496f2f16d61402e7","664dffa5cf383523407059b4","29339","[{""page_index"":0,""viewing_time"":29339}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","61","0.0-0.0","664d169a152835c08e3e5d2a","5fbfda1b1d5ce13850c1912f","664dfffd27796c5b7f7818d0","","","","","","","","",""
"true","","","","","fullscreen","1","3918","0.0-1.0","664d169a152835c08e3e5d2a","5fbfda1b1d5ce13850c1912f","664dfffd27796c5b7f7818d0","2850","","","","","","","",""
"","","","","","instructions","2","412521","0.0-2.0","664d169a152835c08e3e5d2a","5fbfda1b1d5ce13850c1912f","664dfffd27796c5b7f7818d0","408599","[{""page_index"":0,""viewing_time"":4058},{""page_index"":1,""viewing_time"":93858},{""page_index"":2,""viewing_time"":306308},{""page_index"":3,""viewing_time"":2863},{""page_index"":4,""viewing_time"":1512}]","","","","","","",""
"","","","","","jsShapes","3","468808","0.0-3.0-0.0","664d169a152835c08e3e5d2a","5fbfda1b1d5ce13850c1912f","664dfffd27796c5b7f7818d0","","","[2,2]","right","[1,2]","1","52898","0.7890625","3366"
"","","","","","jsShapes","4","487646","0.0-3.0-0.1","664d169a152835c08e3e5d2a","5fbfda1b1d5ce13850c1912f","664dfffd27796c5b7f7818d0","","","[1,2]","left","[2,0]","0","16529","0.8723958333333334","2301"
"","","","","","jsShapes","5","498833","0.0-3.0-0.2","664d169a152835c08e3e5d2a","5fbfda1b1d5ce13850c1912f","664dfffd27796c5b7f7818d0","","","[0,1]","left","[3,0]","1","8247","0.8828125","2929"
"","","","","","jsShapes","6","508302","0.0-3.0-0.3","664d169a152835c08e3e5d2a","5fbfda1b1d5ce13850c1912f","664dfffd27796c5b7f7818d0","","","[0,1]","right","[1,4]","0","7890","0.9088541666666666","1566"
"","","","","","jsShapes","7","515054","0.0-3.0-0.4","664d169a152835c08e3e5d2a","5fbfda1b1d5ce13850c1912f","664dfffd27796c5b7f7818d0","","","[4,3]","right","[3,1]","0","5434","0.9713541666666666","1303"
"","","","","","jsShapes","8","522523","0.0-3.0-0.5","664d169a152835c08e3e5d2a","5fbfda1b1d5ce13850c1912f","664dfffd27796c5b7f7818d0","","","[3,2]","left","[1,0]","0","6012","0.9036458333333334","1448"
