"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"","","","","","jsShapes","10","95819","0.0-3.0-0.7","66379be77a6207483b19502d","65c0146ae58552a0a8fc7ba8","6637e3cc9c755fdf10a66a8e","","","[3,3]","right","[2,1]","0","2780.7000002861023","1","869.5999999046326"
"","","","","","jsShapes","11","100376","0.0-3.0-0.8","66379be77a6207483b19502d","65c0146ae58552a0a8fc7ba8","6637e3cc9c755fdf10a66a8e","","","[0,1]","left","[0,1]","0","3774.6000003814697","1","775.1999998092651"
"","","","","","jsShapes","12","105021","0.0-3.0-0.9","66379be77a6207483b19502d","65c0146ae58552a0a8fc7ba8","6637e3cc9c755fdf10a66a8e","","","[4,2]","left","[1,0]","0","3903.0999999046326","1","736.2000002861023"
"","","","","","jsShapes","13","107723","0.0-3.0-0.10","66379be77a6207483b19502d","65c0146ae58552a0a8fc7ba8","6637e3cc9c755fdf10a66a8e","","","[2,3]","right","[1,0]","0","1940.5999999046326","0.9777777777777777","759.9000000953674"
"","","","","","jsShapes","14","111030","0.0-3.0-0.11","66379be77a6207483b19502d","65c0146ae58552a0a8fc7ba8","6637e3cc9c755fdf10a66a8e","","","[0,1]","right","[0,1]","1","2501.2999997138977","1","795.8000001907349"
"","","","","","jsShapes","15","113870","0.0-3.0-0.12","66379be77a6207483b19502d","65c0146ae58552a0a8fc7ba8","6637e3cc9c755fdf10a66a8e","","","[3,2]","left","[0,3]","1","2084.0999999046326","1","752.3000001907349"
"","","","","","jsShapes","16","119330","0.0-3.0-0.13","66379be77a6207483b19502d","65c0146ae58552a0a8fc7ba8","6637e3cc9c755fdf10a66a8e","","","[2,2]","right","[1,0]","1","4328.400000095367","1","1121.2999997138977"
"","","","","","jsShapes","17","122469","0.0-3.0-0.14","66379be77a6207483b19502d","65c0146ae58552a0a8fc7ba8","6637e3cc9c755fdf10a66a8e","","","[0,1]","right","[4,1]","1","2436.699999809265","1","694"
"","","","","","jsShapes","18","125310","0.0-3.0-0.15","66379be77a6207483b19502d","65c0146ae58552a0a8fc7ba8","6637e3cc9c755fdf10a66a8e","","","[0,1]","left","[3,0]","1","2110.7000002861023","1","713.2999997138977"
"","","","","","survey-text","19","130061","0.0-4.0","66379be77a6207483b19502d","65c0146ae58552a0a8fc7ba8","6637e3cc9c755fdf10a66a8e","4747","","","","","{""worker_comments"":""""}","","",""
"","","","","","instructions","20","134157","0.0-5.0","66379be77a6207483b19502d","65c0146ae58552a0a8fc7ba8","6637e3cc9c755fdf10a66a8e","4096","[{""page_index"":0,""viewing_time"":4096}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","38","0.0-0.0","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","","","","","","",""
"true","","","","","fullscreen","1","2505","0.0-1.0","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","1464","","","","","","","",""
"","","","","","instructions","2","41729","0.0-2.0","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","39224","[{""page_index"":0,""viewing_time"":2599},{""page_index"":1,""viewing_time"":24665},{""page_index"":2,""viewing_time"":7954},{""page_index"":3,""viewing_time"":3057},{""page_index"":4,""viewing_time"":949}]","","","","","","",""
"","","","","","jsShapes","3","60338","0.0-3.0-0.0","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[1,3]","right","[1,2]","1","16051.800000011921","0.2533333333333333","2545.300000011921"
"","","","","","jsShapes","4","67072","0.0-3.0-0.1","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[0,1]","right","[1,3]","0","5188.0999999940395","1","1538.9000000059605"
"","","","","","jsShapes","5","73555","0.0-3.0-0.2","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[0,1]","left","[0,3]","0","4409","0.9444444444444444","2067.300000011921"
"","","","","","jsShapes","6","79522","0.0-3.0-0.3","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[1,3]","left","[4,0]","0","4944.299999982119","0.20666666666666667","1018.3000000119209"
"","","","","","jsShapes","7","89705","0.0-3.0-0.4","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[4,4]","right","[1,4]","1","8814.5","0.10444444444444445","1361.199999988079"
"","","","","","jsShapes","8","99537","0.0-3.0-0.5","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[3,4]","left","[0,4]","1","8643.799999982119","0.7511111111111111","1183.2000000178814"
"","","","","","jsShapes","9","102571","0.0-3.0-0.6","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[0,1]","right","[1,0]","0","2143.800000011921","0.9533333333333334","884.9000000059605"
"","","","","","jsShapes","10","106904","0.0-3.0-0.7","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[0,1]","left","[0,2]","0","3321.7000000178814","1","998.0999999940395"
"","","","","","jsShapes","11","110887","0.0-3.0-0.8","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[0,1]","right","[1,0]","0","2769.699999988079","1","1209.1000000238419"
"","","","","","jsShapes","12","116853","0.0-3.0-0.9","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[1,3]","left","[0,1]","1","4358.9000000059605","0.9933333333333333","1594.2000000178814"
"","","","","","jsShapes","13","120055","0.0-3.0-0.10","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[0,1]","left","[3,0]","1","2364.5999999940395","0.9933333333333333","830.9000000059605"
"","","","","","jsShapes","14","124853","0.0-3.0-0.11","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[2,4]","right","[4,1]","0","3878.4000000059605","1","917"
"","","","","","jsShapes","15","127738","0.0-3.0-0.12","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[0,1]","right","[4,1]","1","2136.199999988079","1","733.9000000059605"
"","","","","","jsShapes","16","130620","0.0-3.0-0.13","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[0,1]","left","[0,3]","0","2086","1","791.5"
"","","","","","jsShapes","17","135170","0.0-3.0-0.14","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[4,2]","left","[0,4]","1","3725.699999988079","1","810.1000000238419"
"","","","","","jsShapes","18","138371","0.0-3.0-0.15","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","","","[2,0]","right","[1,2]","1","2506.0999999940395","1","689.1999999880791"
"","","","","","survey-text","19","146469","0.0-4.0","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","8090","","","","","{""worker_comments"":""""}","","",""
"","","","","","instructions","20","148427","0.0-5.0","66379be77a6207483b19502d","62fb88be841f0dcba3db01ff","6637e3d07c4fcec16ca46572","1957","[{""page_index"":0,""viewing_time"":1956}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","139","0.0-0.0","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","","","","","","",""
"true","","","","","fullscreen","1","4947","0.0-1.0","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","3801","","","","","","","",""
"","","","","","instructions","2","37791","0.0-2.0","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","32845","[{""page_index"":0,""viewing_time"":2925},{""page_index"":1,""viewing_time"":18914},{""page_index"":2,""viewing_time"":8656},{""page_index"":3,""viewing_time"":1498},{""page_index"":4,""viewing_time"":851}]","","","","","","",""
"","","","","","jsShapes","3","44435","0.0-3.0-0.0","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[0,1]","right","[1,0]","0","4197","1","2427"
"","","","","","jsShapes","4","50801","0.0-3.0-0.1","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[3,2]","left","[0,2]","1","4172","0.9977777777777778","2184"
"","","","","","jsShapes","5","55035","0.0-3.0-0.2","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[0,1]","left","[3,0]","1","2455","0.9844444444444445","1767"
"","","","","","jsShapes","6","64251","0.0-3.0-0.3","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[2,3]","right","[1,0]","1","7256","0.0022222222222222365","1951"
"","","","","","jsShapes","7","73485","0.0-3.0-0.4","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[1,2]","right","[1,2]","1","7656","0.01777777777777778","1567"
"","","","","","jsShapes","8","77434","0.0-3.0-0.5","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[0,1]","right","[0,1]","1","2463","0.9977777777777778","1476"
"","","","","","jsShapes","9","83418","0.0-3.0-0.6","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[4,3]","left","[2,0]","0","4755.000000000015","1","1217.9999999999854"
"","","","","","jsShapes","10","86568","0.0-3.0-0.7","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[0,1]","left","[1,0]","1","2184","1","956"
"","","","","","jsShapes","11","91584","0.0-3.0-0.8","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[1,0]","left","[0,2]","1","3992","0.013333333333333308","1014"
"","","","","","jsShapes","12","95084","0.0-3.0-0.9","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[0,1]","left","[0,3]","0","2256","1","1234"
"","","","","","jsShapes","13","99618","0.0-3.0-0.10","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[3,2]","right","[1,4]","1","2527.9999999999854","0.07111111111111112","1997"
"","","","","","jsShapes","14","102418","0.0-3.0-0.11","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[0,1]","right","[2,1]","1","1961","1","829"
"","","","","","jsShapes","15","107834","0.0-3.0-0.12","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[2,2]","right","[3,1]","0","3967","0.9888888888888889","1442"
"","","","","","jsShapes","16","115901","0.0-3.0-0.13","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[4,4]","left","[0,1]","1","6988.999999999985","0.9777777777777777","1068"
"","","","","","jsShapes","17","119218","0.0-3.0-0.14","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[0,1]","right","[1,4]","0","2367","1","940"
"","","","","","jsShapes","18","122184","0.0-3.0-0.15","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","","","[0,1]","left","[1,0]","1","1959.9999999999854","1","996"
"","","","","","survey-text","19","126710","0.0-4.0","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","4524","","","","","{""worker_comments"":""""}","","",""
"","","","","","instructions","20","129100","0.0-5.0","66379be77a6207483b19502d","6100532c7908d47c93f60c5e","6637e3d1b379c935048d0787","2390","[{""page_index"":0,""viewing_time"":2390}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","59","0.0-0.0","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","","","","","","",""
"true","","","","","fullscreen","1","4999","0.0-1.0","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","3935","","","","","","","",""
"","","","","","instructions","2","48379","0.0-2.0","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","43379","[{""page_index"":0,""viewing_time"":6622},{""page_index"":1,""viewing_time"":22739},{""page_index"":2,""viewing_time"":9201},{""page_index"":3,""viewing_time"":3597},{""page_index"":4,""viewing_time"":1220}]","","","","","","",""
"","","","","","jsShapes","3","76397","0.0-3.0-0.0","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[3,4]","right","[2,1]","0","23986.700000047684","0.9758771929824561","3976.7999999523163"
"","","","","","jsShapes","4","89923","0.0-3.0-0.1","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[3,4]","left","[1,0]","0","10433.800000190735","0.8793859649122807","3074.899999856949"
"","","","","","jsShapes","5","96510","0.0-3.0-0.2","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[0,1]","right","[1,0]","0","4354.5","0.9868421052631579","2217.2999999523163"
"","","","","","jsShapes","6","102947","0.0-3.0-0.3","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[0,1]","left","[0,4]","0","4317.700000047684","0.9517543859649122","2102.5"
"","","","","","jsShapes","7","111621","0.0-3.0-0.4","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[0,1]","left","[0,3]","0","7139.299999952316","1","1515.0999999046326"
"","","","","","jsShapes","8","121410","0.0-3.0-0.5","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[0,1]","right","[2,1]","1","2557.2000000476837","0.9539473684210527","7162.099999904633"
"","","","","","jsShapes","9","130816","0.0-3.0-0.6","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[4,2]","left","[3,0]","1","7421.5","0.868421052631579","1974.2000000476837"
"","","","","","jsShapes","10","141209","0.0-3.0-0.7","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[3,0]","right","[2,1]","0","6840.900000095367","0.7324561403508771","3546.2999999523163"
"","","","","","jsShapes","11","147928","0.0-3.0-0.8","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[0,1]","right","[4,1]","1","2569","0.9671052631578947","4135.200000047684"
"","","","","","jsShapes","12","153682","0.0-3.0-0.9","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[3,2]","left","[2,0]","1","3470","0.8486842105263158","2271"
"","","","","","jsShapes","13","158686","0.0-3.0-0.10","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[0,1]","left","[0,3]","0","2886.300000190735","0.9407894736842105","2104.199999809265"
"","","","","","jsShapes","14","165658","0.0-3.0-0.11","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[4,3]","right","[2,1]","0","4886.5","0.8969298245614035","2068.100000143051"
"","","","","","jsShapes","15","171929","0.0-3.0-0.12","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[3,4]","right","[1,0]","0","4211.900000095367","0.8706140350877193","2043.9000000953674"
"","","","","","jsShapes","16","177549","0.0-3.0-0.13","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[0,1]","left","[0,3]","0","3401.9000000953674","0.8464912280701754","2209.4000000953674"
"","","","","","jsShapes","17","183053","0.0-3.0-0.14","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[3,2]","left","[2,0]","1","3472.7999999523163","0.8706140350877193","2015.7000000476837"
"","","","","","jsShapes","18","188256","0.0-3.0-0.15","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","","","[0,1]","right","[2,1]","1","2495.7000000476837","0.8333333333333334","2692.9000000953674"
"","","","","","survey-text","19","224633","0.0-4.0","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","36333","","","","","{""worker_comments"":""It was an interesting experiment that involved thinking ""}","","",""
"","","","","","instructions","20","228736","0.0-5.0","66379be77a6207483b19502d","65aa885fd9617a14cd78a826","6637e3d1c63d0064f3ed4916","4100","[{""page_index"":0,""viewing_time"":4100}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","83","0.0-0.0","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","","","","","","",""
"true","","","","","fullscreen","1","4516","0.0-1.0","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","3429","","","","","","","",""
"","","","","","instructions","2","30386","0.0-2.0","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","25869","[{""page_index"":0,""viewing_time"":2172},{""page_index"":1,""viewing_time"":13257},{""page_index"":2,""viewing_time"":7634},{""page_index"":3,""viewing_time"":1760},{""page_index"":4,""viewing_time"":1046}]","","","","","","",""
"","","","","","jsShapes","3","37164","0.0-3.0-0.0","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[0,1]","right","[0,1]","1","4468.999999999996","0.9444444444444444","2291"
"","","","","","jsShapes","4","42997","0.0-3.0-0.1","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[4,2]","right","[3,1]","0","4334","0.42000000000000004","1479"
"","","","","","jsShapes","5","48129","0.0-3.0-0.2","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[0,1]","left","[0,4]","0","3684","0.7488888888888889","1428"
"","","","","","jsShapes","6","59647","0.0-3.0-0.3","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[3,2]","left","[0,1]","0","10282","0","1222"
"","","","","","jsShapes","7","62879","0.0-3.0-0.4","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[0,1]","left","[0,1]","0","2222","0.8644444444444445","992"
"","","","","","jsShapes","8","69596","0.0-3.0-0.5","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[4,4]","left","[4,0]","0","4551","0.4933333333333333","2151"
"","","","","","jsShapes","9","73397","0.0-3.0-0.6","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[0,1]","right","[1,0]","0","2817","1","965"
"","","","","","jsShapes","10","81312","0.0-3.0-0.7","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[3,2]","right","[2,1]","0","6673","0.2844444444444445","1233"
"","","","","","jsShapes","11","86513","0.0-3.0-0.8","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[0,1]","right","[1,2]","0","3904","0.9088888888888889","1280"
"","","","","","jsShapes","12","89829","0.0-3.0-0.9","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[0,1]","left","[0,4]","0","2031","0.8911111111111111","1271"
"","","","","","jsShapes","13","96079","0.0-3.0-0.10","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[2,0]","right","[1,2]","0","4844","0","1399"
"","","","","","jsShapes","14","100162","0.0-3.0-0.11","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[4,2]","left","[0,1]","0","2473","0.4733333333333334","1590.0000000000146"
"","","","","","jsShapes","15","103479","0.0-3.0-0.12","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[0,1]","right","[1,4]","0","2239","0.8044444444444444","1058"
"","","","","","jsShapes","16","111013","0.0-3.0-0.13","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[1,4]","left","[0,1]","1","5750.999999999985","0.5866666666666667","1766"
"","","","","","jsShapes","17","125646","0.0-3.0-0.14","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[3,2]","right","[4,1]","0","12250","0.15111111111111108","2373.0000000000146"
"","","","","","jsShapes","18","129563","0.0-3.0-0.15","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","","","[0,1]","left","[1,0]","1","2392","0.8622222222222222","1507"
"","","","","","survey-text","19","131878","0.0-4.0","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","2312","","","","","{""worker_comments"":""""}","","",""
"","","","","","instructions","20","135027","0.0-5.0","66379be77a6207483b19502d","612563160add8583de6d675b","6637ca3c89fb6ba1e8195a8e","3149","[{""page_index"":0,""viewing_time"":3148}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","192","0.0-0.0","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","","","","","","","","",""
"true","","","","","fullscreen","1","3752","0.0-1.0","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","2556","","","","","","","",""
"","","","","","instructions","2","28902","0.0-2.0","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","25144","[{""page_index"":0,""viewing_time"":3888},{""page_index"":1,""viewing_time"":8429},{""page_index"":2,""viewing_time"":9921},{""page_index"":3,""viewing_time"":1585},{""page_index"":4,""viewing_time"":1321}]","","","","","","",""
"","","","","","jsShapes","3","43141","0.0-3.0-0.0","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","","","[0,1]","left","[2,0]","1","6849.5","1","7368.399999999441"
"","","","","","jsShapes","4","53712","0.0-3.0-0.1","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","","","[1,4]","left","[0,2]","1","8005.5999999996275","1","2558.100000000559"
"","","","","","jsShapes","5","60265","0.0-3.0-0.2","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","","","[0,1]","right","[1,0]","0","4469","1","2065.9000000003725"
"","","","","","jsShapes","6","75322","0.0-3.0-0.3","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","","","[1,0]","right","[1,4]","1","12579.600000000559","0.078125","2464.0999999996275"
"","","","","","jsShapes","7","82008","0.0-3.0-0.4","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","","","[0,1]","right","[1,0]","0","4646","1","2024.7999999998137"
"","","","","","jsShapes","8","86961","0.0-3.0-0.5","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","","","[1,0]","left","[3,0]","0","3884","0","1066.4000000003725"
"","","","","","jsShapes","9","94447","0.0-3.0-0.6","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","","","[3,4]","right","[3,1]","0","5337.399999999441","0.13541666666666663","2139.600000000559"
"","","","","","jsShapes","10","99315","0.0-3.0-0.7","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","","","[0,1]","left","[0,4]","0","2452","1","2402.199999999255"
"","","","","","jsShapes","11","106185","0.0-3.0-0.8","66379be77a6207483b19502d","61719bfec06e3136189edb55","6637e3db6fbc7854a4597402","","","[0,1]","left","[0,1]","0","4823.799999998882","0.33333333333333337","2038.300000000745"
