"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"","","jsShapes","11","135722","0.0-2.0-0.9","663503c5868234bd49d608b9","5f3d16857b932c000b3467d6","66350a243a0fe05fc9a8bcb5","","[0,1]","right","[4,1]","1","10546","0.9722222222222222","2054.100000143051"
"","","jsShapes","12","145513","0.0-2.0-0.10","663503c5868234bd49d608b9","5f3d16857b932c000b3467d6","66350a243a0fe05fc9a8bcb5","","[1,2]","left","[4,0]","0","8144","0.3277777777777777","1644.4000000953674"
"","","jsShapes","13","150364","0.0-2.0-0.11","663503c5868234bd49d608b9","5f3d16857b932c000b3467d6","66350a243a0fe05fc9a8bcb5","","[0,1]","left","[2,0]","1","3412.600000143051","0.95","1421.2999999523163"
"","","jsShapes","14","155772","0.0-2.0-0.12","663503c5868234bd49d608b9","5f3d16857b932c000b3467d6","66350a243a0fe05fc9a8bcb5","","[0,1]","right","[0,1]","1","4191.200000047684","0.9222222222222223","1201.7000000476837"
"","","jsShapes","15","161867","0.0-2.0-0.13","663503c5868234bd49d608b9","5f3d16857b932c000b3467d6","66350a243a0fe05fc9a8bcb5","","[4,0]","left","[0,1]","1","4891.199999809265","0.3305555555555556","1186.1000001430511"
"","","jsShapes","16","169344","0.0-2.0-0.14","663503c5868234bd49d608b9","5f3d16857b932c000b3467d6","66350a243a0fe05fc9a8bcb5","","[0,1]","left","[0,3]","0","5663.5","0.9222222222222223","1798.8999998569489"
"","","jsShapes","17","174506","0.0-2.0-0.15","663503c5868234bd49d608b9","5f3d16857b932c000b3467d6","66350a243a0fe05fc9a8bcb5","","[3,0]","right","[1,2]","1","2964.2000000476837","0.2833333333333333","2193.0999999046326"
"","6143","survey-text","18","180654","0.0-3.0","663503c5868234bd49d608b9","5f3d16857b932c000b3467d6","66350a243a0fe05fc9a8bcb5","","","","","{""worker_comments"":""""}","","",""
"","3043","instructions","19","183698","0.0-4.0","663503c5868234bd49d608b9","5f3d16857b932c000b3467d6","66350a243a0fe05fc9a8bcb5","[{""page_index"":0,""viewing_time"":3043}]","","","","","","",""
"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","4185","fullscreen","0","5188","0.0-0.0","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","","","","","","",""
"","31327","instructions","1","36517","0.0-1.0","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","[{""page_index"":0,""viewing_time"":16634},{""page_index"":1,""viewing_time"":10788},{""page_index"":2,""viewing_time"":3905}]","","","","","","",""
"","","jsShapes","2","64318","0.0-2.0-0.0","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[4,3]","left","[1,0]","0","23346.300000071526","0.1419491801191779","4443.600000023842"
"","","jsShapes","3","79087","0.0-2.0-0.1","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[4,3]","right","[1,0]","0","11245.199999928474","0.11841976835447199","3509.5"
"","","jsShapes","4","89211","0.0-2.0-0.2","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[0,1]","left","[0,4]","0","6302.399999976158","0.968419768354472","3816.9000000953674"
"","","jsShapes","5","97715","0.0-2.0-0.3","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[0,1]","right","[1,2]","0","5997.899999976158","0.9890080036485897","2499.899999976158"
"","","jsShapes","6","110246","0.0-2.0-0.4","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[2,0]","left","[0,4]","1","10243.200000047684","0.16253741541329547","2275.2999999523163"
"","","jsShapes","7","119083","0.0-2.0-0.5","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[0,1]","left","[3,0]","1","4769.399999976158","0.9772432977662368","4062.2000000476837"
"","","jsShapes","8","127838","0.0-2.0-0.6","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[0,1]","right","[1,2]","0","6098.399999976158","0.9772432977662368","2642.100000023842"
"","","jsShapes","9","137009","0.0-2.0-0.7","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[2,2]","right","[1,3]","1","7038.400000095367","0.14489035658976612","2129.5"
"","","jsShapes","10","145297","0.0-2.0-0.8","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[4,4]","right","[1,4]","0","5756.800000071526","0.14489035658976612","2522.1999999284744"
"","","jsShapes","11","154234","0.0-2.0-0.9","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[0,1]","right","[0,1]","1","5274.300000071526","1","3657.7999999523163"
"","","jsShapes","12","160633","0.0-2.0-0.10","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[0,1]","left","[4,0]","1","3575.899999976158","1","2820.5"
"","","jsShapes","13","169873","0.0-2.0-0.11","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[3,0]","left","[2,0]","0","6461.5","0.15077270953094257","2768.399999976158"
"","","jsShapes","14","177459","0.0-2.0-0.12","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[0,1]","right","[1,2]","0","4927.900000095367","0.9948903565897661","2655.5"
"","","jsShapes","15","185744","0.0-2.0-0.13","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[1,4]","right","[1,0]","1","4976.200000047684","0.2801844742368249","3307"
"","","jsShapes","16","194850","0.0-2.0-0.14","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[3,4]","left","[0,1]","1","6981.600000023842","0.1890080036485896","2114.7000000476837"
"","","jsShapes","17","201065","0.0-2.0-0.15","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","[0,1]","left","[2,0]","1","3879.1999999284744","1","2330.8000000715256"
"","9167","survey-text","18","210270","0.0-3.0","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","","","","","{""worker_comments"":""""}","","",""
"","3964","instructions","19","214235","0.0-4.0","663503c5868234bd49d608b9","5cb902701f3e4c00015d1ab8","66350a82b9002abba84fa931","[{""page_index"":0,""viewing_time"":3963}]","","","","","","",""
"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","33269","fullscreen","0","34278","0.0-0.0","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","","","","","","",""
"","91244","instructions","1","125525","0.0-1.0","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","[{""page_index"":0,""viewing_time"":82402},{""page_index"":1,""viewing_time"":7506},{""page_index"":2,""viewing_time"":1336}]","","","","","","",""
"","","jsShapes","2","148827","0.0-2.0-0.0","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[0,1]","right","[1,0]","1","7486","0.26190476190476186","15800"
"","","jsShapes","3","155495","0.0-2.0-0.1","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[3,2]","right","[1,2]","1","4829","0.18994708994708998","1828"
"","","jsShapes","4","162832","0.0-2.0-0.2","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[0,1]","left","[0,4]","0","4856","0.1878306878306878","2459"
"","","jsShapes","5","189353","0.0-2.0-0.3","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[2,2]","left","[4,0]","0","25165","0.01851851851851849","1338"
"","","jsShapes","6","194433","0.0-2.0-0.4","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[2,3]","right","[1,3]","1","3892","0.0037037037037036535","1182"
"","","jsShapes","7","199985","0.0-2.0-0.5","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[4,2]","left","[1,0]","1","3904","0.026984126984127","1632"
"","","jsShapes","8","204811","0.0-2.0-0.6","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[0,1]","left","[0,2]","0","3280","0.026984126984127","1530"
"","","jsShapes","9","209738","0.0-2.0-0.7","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[0,1]","right","[0,1]","1","3603","0.033333333333333326","1315"
"","","jsShapes","10","213358","0.0-2.0-0.8","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[0,1]","left","[0,3]","0","2271","0.041798941798941835","1344"
"","","jsShapes","11","221202","0.0-2.0-0.9","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[1,3]","left","[1,0]","1","6373","0.04814814814814816","1456"
"","","jsShapes","12","225990","0.0-2.0-0.10","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[0,1]","right","[1,2]","0","3319","0.05238095238095242","1461"
"","","jsShapes","13","235586","0.0-2.0-0.11","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[2,2]","right","[1,3]","1","7887","0.0714285714285714","1700"
"","","jsShapes","14","241244","0.0-2.0-0.12","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[0,1]","right","[4,1]","1","4551","0.09259259259259256","1091"
"","","jsShapes","15","245727","0.0-2.0-0.13","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[4,2]","left","[0,4]","1","2982","0.08412698412698416","1486"
"","","jsShapes","16","259143","0.0-2.0-0.14","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[3,4]","right","[3,1]","0","11184","0.1158730158730159","2224"
"","","jsShapes","17","269393","0.0-2.0-0.15","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","[0,1]","left","[2,0]","1","8969","0.13068783068783074","1266"
"","2265","survey-text","18","271667","0.0-3.0","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","","","","","{""worker_comments"":""""}","","",""
"","2565","instructions","19","274231","0.0-4.0","663503c5868234bd49d608b9","628f71372172cbbeea4cb947","66350c9a32f0aabd9d14171f","[{""page_index"":0,""viewing_time"":2565}]","","","","","","",""
"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","3562","fullscreen","0","4575","0.0-0.0","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","","","","","","",""
"","55328","instructions","1","59905","0.0-1.0","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","[{""page_index"":0,""viewing_time"":19163},{""page_index"":1,""viewing_time"":26446},{""page_index"":2,""viewing_time"":9719}]","","","","","","",""
"","","jsShapes","2","76780","0.0-2.0-0.0","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[3,3]","left","[4,0]","1","8186.5","0","8651.300000011921"
"","","jsShapes","3","89593","0.0-2.0-0.1","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[0,1]","left","[1,0]","1","9872.399999976158","0","2932.800000011921"
"","","jsShapes","4","111470","0.0-2.0-0.2","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[4,4]","right","[1,0]","0","18339.29999998212","0","3531.9000000059605"
"","","jsShapes","5","118491","0.0-2.0-0.3","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[0,1]","right","[2,1]","1","4671.699999988079","1","2339.7000000178814"
"","","jsShapes","6","128609","0.0-2.0-0.4","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[0,1]","left","[0,4]","0","6370.199999988079","0.9925925925925926","3731.5999999940395"
"","","jsShapes","7","139514","0.0-2.0-0.5","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[2,3]","right","[1,4]","1","7502.5999999940395","0","3394.300000011921"
"","","jsShapes","8","148083","0.0-2.0-0.6","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[2,2]","left","[1,0]","0","6515.9000000059605","0","2035.5999999940395"
"","","jsShapes","9","153823","0.0-2.0-0.7","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[0,1]","right","[4,1]","1","3722.2000000178814","0.9981481481481481","2011.5999999940395"
"","","jsShapes","10","161484","0.0-2.0-0.8","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[4,4]","left","[4,0]","0","4951","0","2707.800000011921"
"","","jsShapes","11","171296","0.0-2.0-0.9","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[4,4]","right","[1,3]","1","7217","0.3277777777777777","2572.600000023842"
"","","jsShapes","12","178663","0.0-2.0-0.10","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[0,1]","left","[0,4]","0","4414.9000000059605","1","2932.199999988079"
"","","jsShapes","13","185364","0.0-2.0-0.11","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[0,1]","right","[1,3]","0","4167.199999988079","1","2531.5999999940395"
"","","jsShapes","14","191611","0.0-2.0-0.12","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[0,1]","right","[2,1]","1","3731.199999988079","1","2491.2000000178814"
"","","jsShapes","15","198018","0.0-2.0-0.13","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[0,1]","left","[3,0]","1","4172.199999988079","1","2227.5"
"","","jsShapes","16","205305","0.0-2.0-0.14","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[4,3]","left","[0,1]","1","4885","0","2379.7000000178814"
"","","jsShapes","17","211832","0.0-2.0-0.15","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","[2,2]","right","[1,0]","1","4748.699999988079","0","1768"
"","48963","survey-text","18","260799","0.0-3.0","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","","","","","{""worker_comments"":""It easy easy to spot the triangle but the others were guessing""}","","",""
"","6161","instructions","19","266960","0.0-4.0","663503c5868234bd49d608b9","612f5beeadebe8b6969dc5a9","66350a6037047a56b6139abd","[{""page_index"":0,""viewing_time"":6161}]","","","","","","",""
"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","4298","fullscreen","0","5331","0.0-0.0","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","","","","","","",""
"","24664","instructions","1","29998","0.0-1.0","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","[{""page_index"":0,""viewing_time"":17428},{""page_index"":1,""viewing_time"":5286},{""page_index"":2,""viewing_time"":1951}]","","","","","","",""
"","","jsShapes","2","48663","0.0-2.0-0.0","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[0,1]","left","[0,2]","0","12959.200000047684","1","5676.299999952316"
"","","jsShapes","3","57642","0.0-2.0-0.1","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[4,0]","left","[2,0]","0","6686.700000047684","0","2278.1999999284744"
"","","jsShapes","4","68231","0.0-2.0-0.2","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[2,3]","right","[4,1]","0","7358.399999976158","0.0026041666666666297","3210.7000000476837"
"","","jsShapes","5","79970","0.0-2.0-0.3","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[0,1]","right","[1,4]","0","9322","1","2397.0999999046326"
"","","jsShapes","6","86506","0.0-2.0-0.4","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[0,1]","right","[0,1]","1","3928","0.9817708333333334","2583.5999999046326"
"","","jsShapes","7","92257","0.0-2.0-0.5","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[4,4]","left","[0,1]","0","3916.3000000715256","0.0234375","1820.1999999284744"
"","","jsShapes","8","98996","0.0-2.0-0.6","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[0,1]","left","[2,0]","1","3792.2000000476837","0.9947916666666666","2931.899999976158"
"","","jsShapes","9","108669","0.0-2.0-0.7","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[4,0]","right","[1,3]","0","7997.899999976158","0","1660"
"","","jsShapes","10","114165","0.0-2.0-0.8","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[0,1]","left","[0,2]","0","3326.600000023842","1","2148.5999999046326"
"","","jsShapes","11","120484","0.0-2.0-0.9","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[3,2]","right","[1,0]","0","4503.299999952316","0.0026041666666666297","1800.2999999523163"
"","","jsShapes","12","125698","0.0-2.0-0.10","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[3,2]","left","[1,0]","0","3094.899999976158","0","2096.399999976158"
"","","jsShapes","13","130842","0.0-2.0-0.11","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[0,1]","right","[1,3]","0","3017.899999976158","1","2113.5"
"","","jsShapes","14","135629","0.0-2.0-0.12","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[0,1]","left","[3,0]","1","2886.899999976158","1","1882"
"","","jsShapes","15","140873","0.0-2.0-0.13","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[0,1]","right","[1,4]","0","3480","1","1744.0999999046326"
"","","jsShapes","16","145619","0.0-2.0-0.14","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[3,3]","left","[0,1]","0","2747.8000000715256","0","1987.6999999284744"
"","","jsShapes","17","151363","0.0-2.0-0.15","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","[3,3]","right","[1,3]","0","3851.399999976158","0","1880"
"","41561","survey-text","18","192955","0.0-3.0","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","","","","","{""worker_comments"":""Just guessed, unless it was a circle or triangle then I put the opposite""}","","",""
"","8390","instructions","19","201347","0.0-4.0","663503c5868234bd49d608b9","650f6a15b477d9dfadfca2e2","66350a7a2f61d076cc80d759","[{""page_index"":0,""viewing_time"":8390}]","","","","","","",""
