"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","122","0.0-0.0","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","","","","","","",""
"true","","","","","fullscreen","1","3542","0.0-1.0","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","2415","","","","","","","",""
"","","","","","instructions","2","30066","0.0-2.0","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","26523","[{""page_index"":0,""viewing_time"":3015},{""page_index"":1,""viewing_time"":14736},{""page_index"":2,""viewing_time"":5960},{""page_index"":3,""viewing_time"":1476},{""page_index"":4,""viewing_time"":1336}]","","","","","","",""
"","","","","","jsShapes","3","40424","0.0-3.0-0.0","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[3,4]","left","[0,2]","0","5286","0.653968253968254","5056.4000000059605"
"","","","","","jsShapes","4","46274","0.0-3.0-0.1","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[4,0]","right","[1,4]","0","3559.39999999851","0.6301587301587301","2276.60000000149"
"","","","","","jsShapes","5","50957","0.0-3.0-0.2","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[0,1]","right","[1,3]","0","2837.7999999970198","0.6015873015873017","1831.2000000029802"
"","","","","","jsShapes","6","55041","0.0-3.0-0.3","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[0,1]","left","[0,1]","0","2711.89999999851","0.638095238095238","1357.7000000029802"
"","","","","","jsShapes","7","65323","0.0-3.0-0.4","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[3,3]","right","[2,1]","1","8605.19999999553","0.646031746031746","1663.3999999985099"
"","","","","","jsShapes","8","70174","0.0-3.0-0.5","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[0,1]","right","[1,2]","0","3578.10000000149","0.47777777777777775","1258.5"
"","","","","","jsShapes","9","79707","0.0-3.0-0.6","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[3,4]","left","[1,0]","1","8188.29999999702","0.4634920634920635","1331.5"
"","","","","","jsShapes","10","84723","0.0-3.0-0.7","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[0,1]","left","[3,0]","1","3696.2000000029802","0.5333333333333333","1305.6000000014901"
"","","","","","jsShapes","11","89857","0.0-3.0-0.8","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[0,1]","right","[0,1]","1","3957.5","0.5507936507936508","1162.4000000059605"
"","","","","","jsShapes","12","94974","0.0-3.0-0.9","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[0,1]","left","[0,2]","0","3551.2000000029802","0.5809523809523809","1551.3999999985099"
"","","","","","jsShapes","13","99373","0.0-3.0-0.10","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[3,3]","right","[1,4]","1","3235.89999999851","0.46984126984126984","1150.1000000014901"
"","","","","","jsShapes","14","104457","0.0-3.0-0.11","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[4,3]","left","[0,4]","0","3371.7999999970198","0.5650793650793651","1698.4000000059605"
"","","","","","jsShapes","15","109790","0.0-3.0-0.12","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[0,1]","right","[4,1]","1","3919.2000000029802","0.5650793650793651","1398.5999999940395"
"","","","","","jsShapes","16","114357","0.0-3.0-0.13","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[3,0]","left","[3,0]","0","3470.8000000044703","0.5555555555555556","1083.8999999985099"
"","","","","","jsShapes","17","118940","0.0-3.0-0.14","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[0,1]","left","[0,1]","0","3471.2999999970198","0.5936507936507937","1097.5"
"","","","","","jsShapes","18","124890","0.0-3.0-0.15","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","","","[4,4]","right","[1,0]","1","4897.10000000149","0.2777777777777778","1040.7999999970198"
"","","","","","survey-text","19","191887","0.0-4.0","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","66991","","","","","{""worker_comments"":""I tried to remember the \""if left is triangle it's a circle\"" or whatever that rule was, I tended to choose a different shape than the one revealed, I.e. not two triangles chosen, so I didnt choose the similar shape but one that was different to the one revealed. If that makes sense :) It was interesting! Kind of went on instinct to choose! Thanks for the study opportunity! ""}","","",""
"","","","","","instructions","20","193870","0.0-5.0","665ca2f40cef08da33075320","5acd7cb2e9d7a30001c2cc45","665ca94b876948c40b237e62","1982","[{""page_index"":0,""viewing_time"":1982}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","1115","0.0-0.0","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","","","","","","",""
"true","","","","","fullscreen","1","6689","0.0-1.0","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","4571","","","","","","","",""
"","","","","","instructions","2","53471","0.0-2.0","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","46782","[{""page_index"":0,""viewing_time"":2295},{""page_index"":1,""viewing_time"":35632},{""page_index"":2,""viewing_time"":6376},{""page_index"":3,""viewing_time"":1599},{""page_index"":4,""viewing_time"":879}]","","","","","","",""
"","","","","","jsShapes","3","68890","0.0-3.0-0.0","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[3,3]","left","[0,1]","1","13093.89999999106","0.19777777777777783","2305.2999999970198"
"","","","","","jsShapes","4","82789","0.0-3.0-0.1","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[1,3]","right","[1,2]","1","11648.90000000596","1","2245"
"","","","","","jsShapes","5","86723","0.0-3.0-0.2","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[0,1]","left","[0,4]","0","3086.7999999970198","1","842.5"
"","","","","","jsShapes","6","94056","0.0-3.0-0.3","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[0,1]","right","[4,1]","1","6161","0.9622222222222222","1162.2000000029802"
"","","","","","jsShapes","7","103106","0.0-3.0-0.4","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[2,0]","left","[2,0]","0","7768.79999999702","0.9933333333333333","1273.300000011921"
"","","","","","jsShapes","8","107039","0.0-3.0-0.5","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[0,1]","left","[2,0]","1","3133.699999988079","0.9933333333333333","795.1000000089407"
"","","","","","jsShapes","9","111122","0.0-3.0-0.6","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[0,1]","right","[2,1]","1","3172.2000000029802","0.98","907"
"","","","","","jsShapes","10","115739","0.0-3.0-0.7","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[2,2]","right","[4,1]","0","3899.7000000029802","0.98","708"
"","","","","","jsShapes","11","118972","0.0-3.0-0.8","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[0,1]","left","[3,0]","1","2551.9000000059605","0.98","676.2000000029802"
"","","","","","jsShapes","12","122889","0.0-3.0-0.9","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[3,2]","left","[2,0]","0","3248.5","0.98","658.2000000029802"
"","","","","","jsShapes","13","126939","0.0-3.0-0.10","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[1,3]","right","[3,1]","0","3382.0999999940395","0.98","662.9000000059605"
"","","","","","jsShapes","14","129539","0.0-3.0-0.11","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[0,1]","right","[1,0]","0","1872.5","0.98","717.6000000089407"
"","","","","","jsShapes","15","134155","0.0-3.0-0.12","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[1,0]","right","[4,1]","0","3789.5999999940395","0.98","822.7000000029802"
"","","","","","jsShapes","16","137355","0.0-3.0-0.13","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[2,3]","left","[4,0]","0","2528.9000000059605","0.98","661"
"","","","","","jsShapes","17","140022","0.0-3.0-0.14","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[0,1]","right","[1,4]","0","2000.7000000029802","0.98","662.2999999970198"
"","","","","","jsShapes","18","142572","0.0-3.0-0.15","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","","","[0,1]","left","[0,4]","0","1790.5","0.98","750.2999999970198"
"","","","","","survey-text","19","169856","0.0-4.0","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","27272","","","","","{""worker_comments"":""I didn't understand the immediate premise of the experiment - wording was a little confusing to me - but then I understood! (I hope!) ""}","","",""
"","","","","","instructions","20","172217","0.0-5.0","665ca2f40cef08da33075320","60feb158686a0257a884d9b3","665ca94a6e58916732080022","2361","[{""page_index"":0,""viewing_time"":2361}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","345","0.0-0.0","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","","","","","","",""
"true","","","","","fullscreen","1","3082","0.0-1.0","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","1736","","","","","","","",""
"","","","","","instructions","2","28314","0.0-2.0","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","25231","[{""page_index"":0,""viewing_time"":2260},{""page_index"":1,""viewing_time"":10828},{""page_index"":2,""viewing_time"":1446},{""page_index"":1,""viewing_time"":5119},{""page_index"":2,""viewing_time"":4160},{""page_index"":3,""viewing_time"":992},{""page_index"":4,""viewing_time"":427}]","","","","","","",""
"","","","","","jsShapes","3","51246","0.0-3.0-0.0","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[2,2]","right","[1,0]","0","20141","0.8092592592592592","2778.8000000715256"
"","","","","","jsShapes","4","57862","0.0-3.0-0.1","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[0,1]","left","[0,3]","0","5089.199999928474","0.9722222222222222","1523.9000000953674"
"","","","","","jsShapes","5","65079","0.0-3.0-0.2","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[0,1]","right","[1,3]","0","5957.199999928474","1","1242.2000000476837"
"","","","","","jsShapes","6","80762","0.0-3.0-0.3","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[2,0]","left","[0,1]","0","14404.599999904633","0.5074074074074074","1264"
"","","","","","jsShapes","7","85817","0.0-3.0-0.4","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[0,1]","right","[1,3]","0","3868.1999999284744","1","1180"
"","","","","","jsShapes","8","95117","0.0-3.0-0.5","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[2,0]","left","[0,3]","1","7977.100000023842","0.5407407407407407","1317.6999999284744"
"","","","","","jsShapes","9","105817","0.0-3.0-0.6","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[4,0]","right","[1,3]","1","9744.299999952316","0","950.8000000715256"
"","","","","","jsShapes","10","110867","0.0-3.0-0.7","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[0,1]","left","[0,3]","0","4267.100000023842","1","766.5"
"","","","","","jsShapes","11","116434","0.0-3.0-0.8","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[1,4]","left","[2,0]","0","3972.100000023842","0","1591.8999999761581"
"","","","","","jsShapes","12","128850","0.0-3.0-0.9","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[3,0]","right","[1,4]","1","11613.899999976158","0","786.7000000476837"
"","","","","","jsShapes","13","135267","0.0-3.0-0.10","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[0,1]","right","[4,1]","1","5586.299999952316","1","824"
"","","","","","jsShapes","14","144500","0.0-3.0-0.11","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[0,1]","left","[0,2]","0","8350.100000023842","1","877.6999999284744"
"","","","","","jsShapes","15","147867","0.0-3.0-0.12","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[0,1]","right","[0,1]","1","2572.4000000953674","1","777.7999999523163"
"","","","","","jsShapes","16","152366","0.0-3.0-0.13","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[0,1]","left","[0,1]","0","3824","1","666.8000000715256"
"","","","","","jsShapes","17","160683","0.0-3.0-0.14","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[1,0]","left","[0,2]","1","6918.899999976158","0","1395"
"","","","","","jsShapes","18","167733","0.0-3.0-0.15","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","","","[4,4]","right","[0,1]","1","6159.399999976158","0","885"
"","","","","","survey-text","19","170318","0.0-4.0","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","2583","","","","","{""worker_comments"":""""}","","",""
"","","","","","instructions","20","172203","0.0-5.0","665ca2f40cef08da33075320","578b98199bd3d70001e4f9bc","665ca947beb2274c6c6153fc","1885","[{""page_index"":0,""viewing_time"":1885}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","286","0.0-0.0","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","","","","","","",""
"true","","","","","fullscreen","1","4684","0.0-1.0","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","3395","","","","","","","",""
"","","","","","instructions","2","31310","0.0-2.0","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","26625","[{""page_index"":0,""viewing_time"":5255},{""page_index"":1,""viewing_time"":10335},{""page_index"":2,""viewing_time"":8381},{""page_index"":3,""viewing_time"":1701},{""page_index"":4,""viewing_time"":953}]","","","","","","",""
"","","","","","jsShapes","3","46434","0.0-3.0-0.0","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[4,4]","left","[3,0]","0","12462.09999999404","0.07999999999999996","2640.0999999940395"
"","","","","","jsShapes","4","54535","0.0-3.0-0.1","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[0,1]","left","[2,0]","0","6845","0.06222222222222218","1250.5"
"","","","","","jsShapes","5","64019","0.0-3.0-0.2","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[4,3]","right","[0,1]","1","7853.0999999940395","0.09999999999999998","1626.7000000178814"
"","","","","","jsShapes","6","70352","0.0-3.0-0.3","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[0,1]","right","[1,2]","0","4930","1","1399.7000000178814"
"","","","","","jsShapes","7","75018","0.0-3.0-0.4","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[3,2]","left","[4,0]","0","3481.699999988079","0.0888888888888889","1166.800000011921"
"","","","","","jsShapes","8","86218","0.0-3.0-0.5","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[2,4]","right","[1,4]","0","10130.199999988079","0.1577777777777778","1064.5"
"","","","","","jsShapes","9","90185","0.0-3.0-0.6","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[0,1]","right","[1,0]","0","2596.5999999940395","1","1364.5"
"","","","","","jsShapes","10","95385","0.0-3.0-0.7","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[0,1]","left","[0,4]","1","3513.699999988079","0.00666666666666671","1681.699999988079"
"","","","","","jsShapes","11","100718","0.0-3.0-0.8","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[4,4]","right","[1,2]","0","3666.0999999940395","0.06000000000000005","1660.300000011921"
"","","","","","jsShapes","12","105869","0.0-3.0-0.9","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[1,4]","left","[1,0]","0","4153","0.11777777777777776","992"
"","","","","","jsShapes","13","121701","0.0-3.0-0.10","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[0,1]","left","[2,0]","1","14303","0.5977777777777777","1524.9000000059605"
"","","","","","jsShapes","14","125467","0.0-3.0-0.11","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[0,1]","right","[1,3]","0","2494.4000000059605","1","1267.5"
"","","","","","jsShapes","15","131865","0.0-3.0-0.12","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[0,1]","left","[3,0]","1","3526.5999999940395","0.8155555555555556","2867.7000000178814"
"","","","","","jsShapes","16","137998","0.0-3.0-0.13","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[0,1]","right","[1,2]","0","4665.699999988079","0.9977777777777778","1462.800000011921"
"","","","","","jsShapes","17","144847","0.0-3.0-0.14","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[1,0]","left","[0,4]","1","5911.0999999940395","0.36","934.9000000059605"
"","","","","","jsShapes","18","160280","0.0-3.0-0.15","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","","","[4,2]","right","[4,1]","1","13738.5","0.4622222222222222","1680.5"
"","","","","","survey-text","19","163412","0.0-4.0","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","3126","","","","","{""worker_comments"":""""}","","",""
"","","","","","instructions","20","166195","0.0-5.0","665ca2f40cef08da33075320","5d3112122401af0018ba2919","665ca94cc8e61c18498ce313","2783","[{""page_index"":0,""viewing_time"":2783}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","110","0.0-0.0","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","","","","","","",""
"true","","","","","fullscreen","1","4563","0.0-1.0","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","3442","","","","","","","",""
"","","","","","instructions","2","79303","0.0-2.0","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","74739","[{""page_index"":0,""viewing_time"":7541},{""page_index"":1,""viewing_time"":52906},{""page_index"":2,""viewing_time"":10770},{""page_index"":3,""viewing_time"":2305},{""page_index"":4,""viewing_time"":1216}]","","","","","","",""
"","","","","","jsShapes","3","93195","0.0-3.0-0.0","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[0,1]","left","[1,0]","1","5864.700000001118","0","7993.5"
"","","","","","jsShapes","4","104352","0.0-3.0-0.1","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[2,0]","left","[0,2]","1","6776.39999999851","0.953125","4370.800000000745"
"","","","","","jsShapes","5","109716","0.0-3.0-0.2","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[0,1]","right","[3,1]","1","2690.4000000003725","0.20572916666666663","2661.300000000745"
"","","","","","jsShapes","6","117525","0.0-3.0-0.3","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[4,4]","right","[2,1]","0","5620.9000000003725","0.02864583333333337","2182.7999999988824"
"","","","","","jsShapes","7","122721","0.0-3.0-0.4","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[0,1]","right","[3,1]","1","2736","0.9557291666666666","2448.699999999255"
"","","","","","jsShapes","8","127518","0.0-3.0-0.5","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[0,1]","left","[4,0]","1","2847.7000000011176","1","1940"
"","","","","","jsShapes","9","135744","0.0-3.0-0.6","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[2,3]","left","[4,0]","0","6000.699999999255","0.0026041666666666297","2219.800000000745"
"","","","","","jsShapes","10","148451","0.0-3.0-0.7","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[2,2]","right","[2,1]","1","10915.5","0.0078125","1776.5999999996275"
"","","","","","jsShapes","11","157694","0.0-3.0-0.8","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[1,3]","right","[1,4]","1","7250.300000000745","0.01041666666666663","1974.0999999996275"
"","","","","","jsShapes","12","167019","0.0-3.0-0.9","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[0,1]","left","[0,3]","0","7094.39999999851","1","2224.7000000011176"
"","","","","","jsShapes","13","172432","0.0-3.0-0.10","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[0,1]","right","[0,1]","1","3615.39999999851","1","1788.6000000014901"
"","","","","","jsShapes","14","183456","0.0-3.0-0.11","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[3,3]","left","[4,0]","0","8629.699999999255","0.9453125","2389.10000000149"
"","","","","","jsShapes","15","190101","0.0-3.0-0.12","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[1,2]","right","[1,2]","1","4795.5999999996275","0.03645833333333337","1838.800000000745"
"","","","","","jsShapes","16","196962","0.0-3.0-0.13","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[1,4]","left","[3,0]","0","4934.10000000149","0.05208333333333337","1922.5999999996275"
"","","","","","jsShapes","17","202608","0.0-3.0-0.14","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[0,1]","right","[3,1]","1","2724.199999999255","0.953125","2910.7000000011176"
"","","","","","jsShapes","18","208336","0.0-3.0-0.15","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","","","[0,1]","left","[3,0]","1","3571.4000000003725","1","2139.699999999255"
"","","","","","survey-text","19","266175","0.0-4.0","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","57810","","","","","{""worker_comments"":""I think my choices were based in-between following the rules and also make guess works""}","","",""
"","","","","","instructions","20","270723","0.0-5.0","665ca2f40cef08da33075320","62c5ca2ab3fa26ff1e37d054","665ca931af4554f634e03107","4547","[{""page_index"":0,""viewing_time"":4547}]","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","rt","view_history","shapes","occluder","options","response","RT","confidence","confidence_RT"
"true","false","[]","[]","[]","preload","0","58","0.0-0.0","665ca2f40cef08da33075320","5f5a4e1f3778490d3e6d1652","665ca93f2ee4b49c2d27be42","","","","","","","","",""
"true","","","","","fullscreen","1","12489","0.0-1.0","665ca2f40cef08da33075320","5f5a4e1f3778490d3e6d1652","665ca93f2ee4b49c2d27be42","11424","","","","","","","",""
"","","","","","instructions","2","127059","0.0-2.0","665ca2f40cef08da33075320","5f5a4e1f3778490d3e6d1652","665ca93f2ee4b49c2d27be42","114570","[{""page_index"":0,""viewing_time"":11647},{""page_index"":1,""viewing_time"":59422},{""page_index"":2,""viewing_time"":28712},{""page_index"":3,""viewing_time"":7083},{""page_index"":4,""viewing_time"":7706}]","","","","","","",""
"","","","","","jsShapes","3","152299","0.0-3.0-0.0","665ca2f40cef08da33075320","5f5a4e1f3778490d3e6d1652","665ca93f2ee4b49c2d27be42","","","[4,3]","right","[1,3]","1","16335.299999952316","1","8881.599999904633"
"","","","","","jsShapes","4","165377","0.0-3.0-0.1","665ca2f40cef08da33075320","5f5a4e1f3778490d3e6d1652","665ca93f2ee4b49c2d27be42","","","[0,1]","right","[1,0]","0","9446","1","3622.9000000953674"
"","","","","","jsShapes","5","214506","0.0-3.0-0.2","665ca2f40cef08da33075320","5f5a4e1f3778490d3e6d1652","665ca93f2ee4b49c2d27be42","","","[4,2]","left","[0,3]","1","36091.200000047684","0.5388888888888889","13028.799999952316"
"","","","","","jsShapes","6","227421","0.0-3.0-0.3","665ca2f40cef08da33075320","5f5a4e1f3778490d3e6d1652","665ca93f2ee4b49c2d27be42","","","[0,1]","left","[4,0]","1","8100.5","1","4797.400000095367"
"","","","","","jsShapes","7","239501","0.0-3.0-0.4","665ca2f40cef08da33075320","5f5a4e1f3778490d3e6d1652","665ca93f2ee4b49c2d27be42","","","[0,1]","left","[0,4]","0","7386.099999904633","1","4676"
"","","","","","jsShapes","8","246584","0.0-3.0-0.5","665ca2f40cef08da33075320","5f5a4e1f3778490d3e6d1652","665ca93f2ee4b49c2d27be42","","","[0,1]","right","[3,1]","1","3589.0999999046326","1","3487.9000000953674"
